Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,JPM,V,UNH,JNJ,XOM,COST,HD,PG,KO,PEP,DIS,NFLX,TSLA,AMD,SPY
2025-04-25,102.2479,95.6133,106.0894,99.7354,88.3033,102.6182,92.3716,108.786,91.4155,95.4563,112.2763,82.9708,84.219,88.8058,101.3744,113.6866,109.086,81.6177,122.5572,92.4365,98.8304
2025-04-28,101.8035,95.8161,107.3699,98.8781,90.5054,104.8558,92.5039,108.1917,91.8776,95.9605,112.4308,83.7328,83.5846,89.4506,103.7327,111.1739,110.5889,81.4664,122.4281,91.5187,99.7267
2025-04-29,101.3382,94.5773,106.0147,97.1113,90.6924,105.987,91.8717,109.6717,91.7648,95.3558,112.8769,84.9223,82.531,89.3112,102.7868,109.8446,110.6044,80.3124,122.7292,89.5885,101.1013
2025-04-30,99.8944,94.6801,105.8558,93.7173,90.326,106.0015,91.6887,108.827,91.0512,94.1818,113.9351,85.1187,81.4958,89.9771,101.0997,107.5742,107.4859,79.638,124.4779,90.6913,101.099
2025-05-01,100.4798,94.9397,107.7545,93.1081,90.1722,106.3185,93.7832,108.7483,90.3175,96.8289,112.8337,86.2829,81.3548,88.7324,99.9005,107.5966,108.1544,78.9017,123.1445,91.9626,101.4678
2025-05-02,99.9154,97.8516,106.7972,95.8521,90.8404,106.3749,93.5924,107.3584,89.5488,97.2094,114.0289,83.8894,80.1756,88.7668,100.6954,107.4394,105.3119,78.4857,121.686,93.1243,102.0926
2025-05-05,99.9304,100.0804,105.7486,96.3536,88.9733,106.1162,94.0582,107.9462,88.6086,96.3589,112.1655,85.5059,80.9899,88.9239,101.2989,106.8372,107.186,79.7412,121.3994,92.6007,102.2663
2025-05-06,100.5086,99.0609,106.0057,95.7088,89.149,104.7468,93.7965,109.8345,91.0682,97.4238,112.6084,85.8916,80.1029,88.424,101.4232,109.4466,107.4042,80.3771,122.6104,92.4156,101.78
2025-05-07,101.0486,98.7199,107.0853,96.2444,88.7323,104.5571,93.8817,109.7326,91.3939,97.2963,112.8502,87.0097,82.8495,88.8872,100.0657,110.17,108.7004,80.3927,120.6678,93.2508,101.3748
2025-05-08,101.8586,97.0014,107.0999,94.4584,90.7218,103.6251,93.8885,109.4736,92.3716,97.0015,112.0187,85.7453,82.402,88.0587,100.9908,111.1342,107.53,79.9492,118.2765,93.6899,100.3851
2025-05-09,101.7383,96.3162,108.8216,94.122,90.5323,102.082,94.395,108.0191,91.8311,97.6582,111.9882,84.8947,82.4732,88.599,99.5174,109.8994,105.5453,79.5346,119.4514,93.2484,100.8943
2025-05-12,101.2228,96.6817,109.9462,94.2344,92.3626,102.7101,95.7242,107.7223,91.6264,96.1559,111.1547,85.0435,81.2012,89.1877,100.9111,108.5896,105.876,79.848,118.5902,91.4542,100.7805
2025-05-13,101.1261,98.0909,111.0625,94.1371,91.1473,103.1935,97.6354,105.6829,90.8452,96.5637,109.7343,85.0261,82.8808,86.1196,104.4313,108.6376,105.8334,80.4097,118.0334,91.5792,99.9817
2025-05-14,99.099,97.2364,111.8035,95.0346,91.7919,101.0045,97.9988,104.5315,88.0,98.806,109.2697,85.3154,84.0017,87.3586,104.8915,108.8633,105.2109,79.5387,115.4325,92.7727,99.1903
2025-05-15,97.393,96.4761,114.9704,95.4285,92.1444,100.8559,98.6946,104.8164,86.5568,99.3603,107.8316,86.433,84.3015,84.2214,105.6281,106.4651,105.3179,79.5735,114.4958,91.449,97.76
2025-05-16,95.8594,94.0219,114.6877,96.1969,91.1885,102.0682,97.3409,106.4886,84.6964,98.9127,108.2501,84.6214,82.95,83.6011,105.0052,106.235,108.8741,77.657,114.4854,92.1527,98.915
2025-05-19,94.719,93.8386,111.9632,95.4055,91.3828,103.3739,97.2384,110.1396,82.4404,98.3126,106.7664,85.6161,83.16,84.6361,102.7488,106.253,109.9699,77.8546,115.7707,92.52,99.0084
2025-05-20,95.1745,92.6498,114.1395,96.439,92.7221,104.6543,98.3418,109.3671,81.2663,97.8297,107.6825,85.6246,82.0484,84.3145,102.0083,105.979,111.3636,78.5699,114.7042,93.3566,97.9886
2025-05-21,94.146,92.0631,113.5143,98.3426,92.3626,104.7032,99.369,111.2671,82.5687,97.532,106.1666,85.4154,83.5009,82.844,100.6793,104.9496,112.4972,78.3063,117.0083,94.3386,98.944
2025-05-22,93.7197,91.0994,113.6614,97.2044,90.5062,103.6468,99.6217,111.593,82.5247,97.0909,105.4476,83.9208,84.3157,81.7638,98.9461,104.2723,114.5122,80.0319,116.0511,93.5557,98.2807
2025-05-23,95.1923,90.9964,115.4616,96.1744,90.4871,102.3076,100.687,111.3906,83.8127,98.1643,104.6602,84.4289,84.4123,82.7776,101.0125,104.0512,114.2513,79.1901,115.1037,91.7579,96.6359
2025-05-26,94.7862,89.0972,113.2628,97.7285,89.5125,102.7316,101.2817,111.9704,84.227,96.1438,106.3378,82.0182,81.9801,80.8907,101.3438,104.1647,111.4687,79.397,117.2469,91.1723,97.8274
2025-05-27,95.6288,87.5424,111.5744,97.5043,89.1455,103.2002,102.7511,112.0536,85.0217,97.1434,106.7601,82.6588,81.0183,81.9941,101.8066,104.9234,111.2167,79.3629,117.5448,92.1503,97.1989
2025-05-28,94.5635,89.808,109.4509,99.1608,89.0583,104.8068,103.1085,112.2022,84.1075,96.7018,106.4892,81.192,81.6898,81.9399,101.4297,106.2932,112.3053,79.2674,116.7687,91.5529,96.7232
2025-05-29,94.3306,88.4312,108.4128,98.6356,87.254,106.1994,102.6693,111.6537,84.638,97.1402,107.1284,81.2441,82.8874,80.7758,101.2196,105.9184,111.0059,79.1587,116.5515,90.7936,96.771
2025-05-30,93.2613,87.275,108.9863,100.373,85.5786,106.031,103.0839,109.7961,85.3814,95.8354,104.4535,81.128,83.998,80.2126,102.3979,105.3402,110.7713,79.2605,118.4594,88.8307,98.1069
2025-06-02,92.8827,89.2201,109.674,100.5315,86.0751,104.4597,99.5217,107.781,84.7926,97.3756,104.3994,82.2746,82.4085,79.2394,102.3582,105.8949,109.8555,80.0712,120.5621,90.7187,98.1305
2025-06-03,93.824,92.3853,110.0382,100.8435,85.5369,104.0605,99.9801,108.6292,85.3639,98.842,106.9321,82.0984,82.7073,80.0673,103.0121,106.6739,111.8536,81.406,119.3862,91.6221,96.7286
2025-06-04,91.8993,91.0955,108.1884,102.7548,82.9444,104.3321,95.6973,108.2691,85.9458,99.9868,107.1021,81.4174,83.7213,80.7742,102.7701,106.1196,112.864,81.4038,119.3254,92.4725,97.362
2025-06-05,92.3796,90.6939,105.2305,102.3097,83.7293,104.0794,93.7384,107.4974,85.3809,98.1857,107.1894,80.9239,82.0717,79.1249,102.349,107.1309,113.7499,82.2041,119.4545,93.5526,96.797
2025-06-06,92.6435,91.0663,105.2991,101.1608,84.0034,103.3601,94.248,107.5084,84.2383,99.1675,107.8968,82.1695,82.064,78.7426,100.6356,108.3976,114.6016,81.5148,118.0491,94.2023,99.015
2025-06-09,91.9853,92.9752,104.7047,100.6177,83.2869,103.6743,94.7896,108.5388,83.0497,99.6505,109.0626,82.7,82.3341,77.9312,98.2753,110.0909,114.5504,82.2675,117.9703,93.9265,99.0136
2025-06-10,90.4029,91.8806,105.2835,101.1654,81.9811,103.0492,93.4766,108.774,83.136,97.7492,106.4795,82.3182,82.0375,79.1503,97.9673,112.4655,114.8223,81.5186,117.9778,93.7421,96.3933
2025-06-11,90.4812,91.6106,106.1741,99.2823,82.8075,102.2754,92.6812,107.921,83.4629,97.7207,104.3515,82.085,80.2342,77.8783,98.0338,111.3022,113.2008,82.5926,119.6032,93.2624,96.8076
2025-06-12,89.9081,92.4691,106.3504,100.0447,83.1554,102.6584,94.2181,109.5209,82.6729,98.1492,104.6151,80.5557,79.9212,79.392,96.5324,111.3208,110.2693,84.8129,121.3487,96.2581,99.0932
2025-06-13,90.1595,92.9528,107.3249,99.4,85.5672,102.1644,93.6724,111.6161,82.6992,98.8063,103.7215,80.9321,79.6079,79.3603,96.4925,111.3359,110.4681,84.6887,120.8703,96.9024,100.985
2025-06-16,90.1831,92.5342,107.6205,100.7786,85.9997,102.4641,96.2278,112.2805,83.2674,99.0167,105.3675,79.2409,79.4666,78.2614,96.5547,111.2049,110.8984,82.4896,120.5603,96.3646,103.2283
2025-06-17,91.9333,92.3857,108.3072,97.9243,86.4008,102.8006,96.2256,113.6001,83.8874,99.3633,104.9697,79.959,78.9311,77.6279,94.0887,110.3419,112.5194,81.9488,121.5252,96.9044,101.9728
2025-06-18,91.6697,90.874,107.3952,97.0043,86.2279,101.4045,96.6979,115.3058,85.4642,101.136,102.561,80.0825,78.5126,76.8848,93.0611,108.3923,114.6612,83.1692,120.6748,95.736,103.0951
2025-06-19,90.5507,90.6146,107.164,95.0609,87.0772,100.8206,98.5924,116.8801,86.7839,102.635,101.0122,82.4095,78.4752,75.7178,93.517,108.5129,116.8419,83.7231,121.5303,97.4801,102.2057
2025-06-20,90.7457,90.3254,107.4174,94.1231,87.7328,102.5752,98.7476,117.7446,85.7474,99.1639,97.7336,81.3287,78.893,75.804,93.9524,107.517,115.4509,83.9735,121.4021,96.7099,102.4812
2025-06-23,90.9856,90.5774,108.4802,94.4032,89.0606,101.1547,97.5669,118.5931,87.4974,98.7869,97.4594,81.2286,78.6053,74.6952,92.6607,107.628,114.9639,84.9961,119.9981,97.2931,100.9276
2025-06-24,92.4817,89.9758,107.9689,94.2004,88.5052,98.6177,97.4386,119.335,86.9417,98.5919,97.2393,83.0005,78.2198,72.7662,92.837,106.6073,115.6285,85.4917,118.6281,98.5457,100.1501
2025-06-25,93.4132,90.4864,108.6463,93.9144,88.0439,96.4388,97.3969,117.7738,88.0386,96.5406,96.7453,84.1957,78.3066,72.4354,93.983,105.2098,119.1955,86.7501,120.7061,99.0017,99.3407
